AA0545,05:45,7
AA0600,06:00,7
AA0630,06:30,7
AA0700,07:00,7
AA0730,07:30,7
AA0900,09:00,7
AA1200,12:00,7
AA1300,13:00,7
AA1330,13:30,7
AA1400,14:00,7
AA1530,15:30,7
AA1630,16:30,7
AA1800,18:00,7
AA2000,20:00,10.5
